,date,btc_price,eth_price,ltc_price,doge_price,dash_price,xmr_price,xrp_price
353,2018-04-12,7355.0,450.571,119.9,0.00353,328.153,178.272,0.544
354,2018-04-11,6912.0,420.062,114.766,0.00327,303.268,166.866,0.492
355,2018-04-10,6805.0,403.112,114.192,0.00287,299.706,166.358,0.484
356,2018-04-09,6918.0,404.459,117.39,0.00282,308.716,171.554,0.487
357,2018-04-08,7020.0,395.618,117.28,0.00285,305.813,171.794,0.492
358,2018-04-07,6916.0,384.71,117.615,0.00281,303.543,169.564,0.486
359,2018-04-06,6673.0,372.537,115.195,0.00271,291.369,167.91,0.472
360,2018-04-05,6780.0,378.655,118.555,0.00273,299.735,171.187,0.496
361,2018-04-04,7107.0,391.494,123.913,0.00285,320.187,178.891,0.513
362,2018-04-03,7345.0,401.669,126.161,0.00291,332.2,185.673,0.538
363,2018-04-02,7004.0,385.716,118.787,0.00278,301.593,178.152,0.505
364,2018-04-01,6826.0,382.52,114.722,0.00273,300.044,175.706,0.487
365,2018-03-31,7025.0,401.714,120.101,0.00281,320.072,177.962,0.519
366,2018-03-30,6908.0,385.057,116.909,0.00273,318.871,171.72,0.512
367,2018-03-29,7548.0,414.781,122.187,0.00297,333.486,187.51,0.539
368,2018-03-28,7940.0,451.701,134.632,0.00314,357.353,193.494,0.59
369,2018-03-27,7983.0,463.714,141.66,0.00317,371.186,190.281,0.581
370,2018-03-26,8236.0,499.98,153.291,0.00333,395.544,200.024,0.599
371,2018-03-25,8559.0,522.642,160.225,0.00347,417.9,207.961,0.632
372,2018-03-24,8881.0,537.53,165.261,0.00359,443.336,214.419,0.644
373,2018-03-23,8549.0,523.716,161.142,0.00344,407.21,206.616,0.637
374,2018-03-22,8809.0,548.63,166.531,0.00359,421.284,214.368,0.662
375,2018-03-21,9002.0,569.452,171.482,0.0037,437.199,227.154,0.711
376,2018-03-20,8641.0,544.311,162.746,0.00352,416.617,217.284,0.695
377,2018-03-19,8360.0,539.482,156.134,0.00332,388.041,211.438,0.663
378,2018-03-18,7696.0,508.635,146.597,0.00306,368.263,188.274,0.609
379,2018-03-17,8099.0,585.957,159.125,0.00341,409.655,206.639,0.684
380,2018-03-16,8327.0,609.608,164.994,0.00354,418.968,211.833,0.693
381,2018-03-15,8124.0,602.203,160.925,0.00347,414.688,212.564,0.721
382,2018-03-14,8789.0,660.81,169.335,0.00377,466.963,234.359,0.755
383,2018-03-13,9170.0,695.08,176.468,0.00396,493.699,254.061,0.786
384,2018-03-12,9457.0,715.011,184.916,0.00407,522.76,271.724,0.837
385,2018-03-11,9065.0,702.129,183.35,0.00406,502.687,264.962,0.817
386,2018-03-10,9252.0,724.174,186.337,0.00418,508.675,279.672,0.836
387,2018-03-09,8927.0,686.236,173.818,0.00388,466.101,262.647,0.797
388,2018-03-08,9724.0,739.174,181.899,0.00409,507.996,306.893,0.871
389,2018-03-07,10428.0,782.297,190.754,0.00438,550.62,344.346,0.922
390,2018-03-06,11051.0,833.453,203.315,0.0048,586.94,354.303,0.945
391,2018-03-05,11537.0,862.198,212.046,0.00535,617.546,368.281,1.054
392,2018-03-04,11271.0,854.52,209.298,0.00531,607.454,350.397,0.901
393,2018-03-03,11365.0,861.705,213.527,0.00547,608.791,354.774,0.911
394,2018-03-02,11002.0,863.687,207.898,0.00585,609.988,323.331,0.907
395,2018-03-01,10666.0,866.53,208.357,0.0061,600.642,297.183,0.916
396,2018-02-28,10607.0,870.604,210.932,0.00611,600.647,293.053,0.919
397,2018-02-27,10575.0,879.503,217.933,0.0064,621.191,297.528,0.959
398,2018-02-26,9939.0,861.542,223.034,0.00625,606.362,282.558,0.931
399,2018-02-25,9649.0,840.435,210.682,0.00616,590.908,271.311,0.95
400,2018-02-24,9975.0,844.517,206.097,0.00642,606.693,274.122,0.947
401,2018-02-23,10046.0,846.334,201.442,0.00644,626.007,277.554,0.991
402,2018-02-22,10325.0,831.455,205.431,0.00641,639.666,292.167,0.972
403,2018-02-21,10851.0,869.451,218.028,0.00689,684.22,301.704,1.073
404,2018-02-20,11551.0,939.564,239.319,0.00718,726.84,314.94,1.146
405,2018-02-19,10902.0,941.382,222.007,0.00671,713.466,309.189,1.159
406,2018-02-18,10772.0,944.627,223.658,0.0067,709.206,307.002,1.093
407,2018-02-17,10713.0,965.778,229.066,0.00707,728.074,317.356,1.138
408,2018-02-16,10058.0,934.689,221.912,0.00696,696.927,288.511,1.125
409,2018-02-15,9838.0,932.44,224.341,0.00745,687.239,278.283,1.138
410,2018-02-14,9055.0,884.586,193.491,0.0064,644.347,255.05,1.046
411,2018-02-13,8657.0,846.939,158.474,0.00547,602.51,236.564,1.025
412,2018-02-12,8662.0,857.472,158.162,0.00528,614.812,244.398,1.1
413,2018-02-11,8234.0,825.413,150.259,0.00491,594.288,232.937,0.992
414,2018-02-10,8691.0,871.238,160.637,0.00511,641.782,256.08,1.106
415,2018-02-09,8300.0,832.564,149.579,0.00462,606.837,245.608,0.802
416,2018-02-08,8256.0,814.922,146.574,0.00457,573.808,235.346,0.764
417,2018-02-07,7933.0,799.065,146.208,0.00441,542.449,215.349,0.771
418,2018-02-06,6852.0,679.592,124.155,0.00356,447.777,176.38,0.658
419,2018-02-05,7704.0,776.937,139.141,0.00397,505.596,199.712,0.801
420,2018-02-04,8826.0,908.425,158.309,0.00479,601.939,239.832,0.917
421,2018-02-03,9091.0,957.23,142.275,0.0049,614.059,246.147,0.867
422,2018-02-02,8748.0,930.55,130.039,0.00446,566.673,230.471,0.721
423,2018-02-01,9755.0,1111.0,155.269,0.00551,662.219,262.831,1.09
424,2018-01-31,10154.0,1100.0,163.73,0.006,687.488,276.165,1.118
425,2018-01-30,10781.0,1140.0,174.769,0.00656,741.447,297.862,1.261
426,2018-01-29,11372.0,1190.0,183.916,0.00715,775.014,319.82,1.325
427,2018-01-28,11710.0,1188.0,187.721,0.00745,791.906,329.633,1.292
428,2018-01-27,11294.0,1081.0,179.566,0.00735,773.573,323.813,1.214
429,2018-01-26,11085.0,1050.0,176.598,0.00727,782.809,313.794,1.18
430,2018-01-25,11384.0,1071.0,181.909,0.0074,802.731,319.382,1.339
431,2018-01-24,11094.0,1016.0,179.949,0.00685,764.518,314.49,1.367
432,2018-01-23,10800.0,985.307,177.319,0.00668,758.517,309.308,1.299
433,2018-01-22,11217.0,1029.0,185.355,0.00695,795.452,331.022,1.402
434,2018-01-21,11984.0,1086.0,196.349,0.00765,854.04,359.625,1.396
435,2018-01-20,12544.0,1124.0,205.654,0.00838,914.396,386.672,1.583
436,2018-01-19,11560.0,1050.0,194.819,0.00796,845.62,333.208,1.668
437,2018-01-18,11561.0,1046.0,194.366,0.00809,841.044,332.888,1.421
438,2018-01-17,10747.0,955.432,175.464,0.00653,740.745,301.041,1.132
439,2018-01-16,12255.0,1135.0,207.214,0.00811,839.055,359.78,1.349
440,2018-01-15,13932.0,1332.0,239.774,0.0109,1004.0,415.051,1.839
441,2018-01-14,13821.0,1350.0,246.651,0.0116,1045.0,408.795,1.897
442,2018-01-13,14363.0,1356.0,246.791,0.0127,1102.0,418.235,2.076
443,2018-01-12,13850.0,1236.0,235.896,0.0123,1043.0,375.569,2.023
444,2018-01-11,13863.0,1225.0,235.647,0.0119,1038.0,377.956,1.821
445,2018-01-10,14328.0,1322.0,243.709,0.0125,1080.0,398.364,1.906
446,2018-01-09,15041.0,1218.0,253.257,0.0148,1108.0,427.487,2.439
447,2018-01-08,15476.0,1154.0,260.441,0.0161,1125.0,392.53,2.571
448,2018-01-07,16733.0,1081.0,281.463,0.0163,1208.0,412.855,3.233
449,2018-01-06,16784.0,996.619,280.967,0.0145,1143.0,373.2,3.077
450,2018-01-05,15881.0,980.277,243.826,0.0106,1127.0,364.125,3.323
451,2018-01-04,14883.0,951.139,234.456,0.00927,1117.0,374.467,3.649
452,2018-01-03,15027.0,887.35,248.334,0.00908,1132.0,376.468,2.748
453,2018-01-02,13924.0,850.339,245.454,0.00903,1100.0,357.303,2.34
454,2018-01-01,13523.0,750.972,225.301,0.00864,1015.0,334.307,2.266
455,2017-12-31,13402.0,721.422,220.879,0.00843,999.909,326.544,2.209
456,2017-12-30,13277.0,704.505,221.011,0.00813,994.755,324.054,2.498
457,2017-12-29,14598.0,738.099,247.439,0.00841,1101.0,356.554,1.605
458,2017-12-28,14342.0,707.761,246.956,0.00794,1058.0,348.686,1.351
459,2017-12-27,15712.0,750.511,273.441,0.00913,1170.0,374.477,1.259
460,2017-12-26,15224.0,744.981,275.399,0.00885,1157.0,351.581,1.126
461,2017-12-25,13825.0,716.775,269.604,0.00974,1136.0,338.706,1.051
462,2017-12-24,13698.0,662.122,264.923,0.00728,1122.0,331.586,1.094
463,2017-12-23,15086.0,729.214,289.467,0.00723,1250.0,375.987,1.137
464,2017-12-22,14030.0,681.631,261.023,0.00602,1160.0,344.231,1.092
465,2017-12-21,16311.0,808.987,309.445,0.0075,1436.0,439.391,1.001
466,2017-12-20,16899.0,797.161,321.367,0.00562,1357.0,410.813,0.768
467,2017-12-19,18319.0,823.002,352.799,0.00605,1179.0,369.913,0.836
468,2017-12-18,18854.0,734.651,321.408,0.00614,1092.0,350.103,0.751
469,2017-12-17,19401.0,716.841,318.621,0.00631,1084.0,344.327,0.754
470,2017-12-16,18334.0,693.475,298.999,0.00455,912.73,321.181,0.766
471,2017-12-15,17543.0,669.39,283.459,0.00359,885.761,307.197,0.786
472,2017-12-14,16521.0,707.294,290.082,0.00354,918.082,318.084,0.555
473,2017-12-13,16746.0,663.96,305.938,0.00346,886.126,308.923,0.477
474,2017-12-12,16914.0,560.868,274.224,0.00292,819.668,292.467,0.268
475,2017-12-11,16561.0,466.34,173.143,0.00273,727.524,261.934,0.244
476,2017-12-10,14558.0,447.893,142.819,0.00249,688.211,242.814,0.233
477,2017-12-09,15335.0,478.17,148.033,0.00267,747.652,268.624,0.251
478,2017-12-08,16326.0,451.546,109.22,0.00269,720.237,266.516,0.251
479,2017-12-07,15282.0,426.822,96.642,0.00267,680.969,261.263,0.228
480,2017-12-06,12656.0,440.041,100.126,0.00251,718.773,269.441,0.243
481,2017-12-05,11716.0,461.928,101.783,0.00253,755.82,226.18,0.251
482,2017-12-04,11414.0,463.753,100.07,0.00229,761.036,199.19,0.255
483,2017-12-03,11320.0,468.332,101.226,0.00221,775.671,200.662,0.257
484,2017-12-02,10976.0,462.131,100.149,0.00211,770.364,189.654,0.258
485,2017-12-01,10236.0,443.806,89.891,0.00208,769.485,179.587,0.244
486,2017-11-30,9996.0,434.809,85.674,0.00208,743.855,175.28,0.25
487,2017-11-29,10480.0,471.579,96.062,0.00232,668.856,189.638,0.281
488,2017-11-28,9867.0,470.756,92.124,0.00207,617.184,183.426,0.268
489,2017-11-27,9607.0,475.312,89.428,0.00196,625.522,164.397,0.253
490,2017-11-26,9041.0,458.47,85.641,0.00202,625.365,162.41,0.251
491,2017-11-25,8464.0,467.473,81.638,0.00196,607.887,164.63,0.246
492,2017-11-24,8168.0,430.176,74.528,0.00189,559.164,158.751,0.239
493,2017-11-23,8184.0,398.242,73.387,0.00201,567.074,162.744,0.239
494,2017-11-22,8206.0,366.425,70.846,0.00148,546.247,152.262,0.236
495,2017-11-21,8178.0,364.873,70.866,0.00136,486.01,138.051,0.236
496,2017-11-20,8112.0,360.695,71.862,0.00136,445.649,134.545,0.236
497,2017-11-19,7832.0,354.514,70.07,0.00135,445.442,131.107,0.227
498,2017-11-18,7705.0,334.009,67.406,0.00131,448.034,128.119,0.227
499,2017-11-17,7840.0,331.065,67.901,0.00132,419.925,122.659,0.228
500,2017-11-16,7462.0,328.519,63.9,0.00133,419.026,122.171,0.211
501,2017-11-15,7074.0,335.229,63.62,0.00127,428.99,122.446,0.211
502,2017-11-14,6601.0,327.483,61.805,0.00118,421.328,122.335,0.207
503,2017-11-13,6345.0,314.775,60.318,0.00113,435.371,125.402,0.201
504,2017-11-12,6115.0,308.916,59.653,0.00109,375.016,120.327,0.196
505,2017-11-11,6549.0,306.993,61.214,0.00119,339.131,113.118,0.211
506,2017-11-10,6951.0,310.542,62.252,0.00127,328.554,112.678,0.217
507,2017-11-09,7250.0,318.067,63.596,0.00128,327.106,116.514,0.22
508,2017-11-08,7383.0,300.929,61.767,0.00118,301.223,102.528,0.211
509,2017-11-07,7113.0,295.875,57.547,0.00117,288.099,99.103,0.207
510,2017-11-06,7254.0,298.239,54.856,0.00119,273.961,91.312,0.203
511,2017-11-05,7472.0,297.759,54.857,0.00118,273.715,86.98,0.204
512,2017-11-04,7264.0,299.439,55.22,0.00116,275.401,86.76,0.205
513,2017-11-03,7240.0,295.189,54.849,0.00115,269.731,85.646,0.207
514,2017-11-02,6963.0,284.864,52.393,0.0011,263.214,83.23,0.188
515,2017-11-01,6507.0,299.041,54.724,0.00112,275.056,86.291,0.201
516,2017-10-31,6244.0,307.08,56.106,0.00114,282.72,88.274,0.203
517,2017-10-30,6122.0,306.667,56.741,0.00116,284.474,88.818,0.203
518,2017-10-29,5882.0,301.65,55.574,0.0011,281.421,87.812,0.202
519,2017-10-28,5755.0,294.268,54.657,0.00101,281.297,86.303,0.203
520,2017-10-27,5824.0,295.811,55.214,0.00103,282.136,87.132,0.203
521,2017-10-26,5824.0,296.526,55.794,0.00105,286.546,88.333,0.205
522,2017-10-25,5546.0,295.64,54.989,0.00104,288.852,87.976,0.206
523,2017-10-24,5662.0,303.431,57.156,0.00106,294.172,88.883,0.207
524,2017-10-23,5877.0,285.31,54.457,0.000994,273.119,85.025,0.195
525,2017-10-22,5919.0,295.789,56.946,0.00103,276.499,86.962,0.204
526,2017-10-21,6077.0,297.645,58.363,0.001,284.439,87.745,0.205
527,2017-10-20,5788.0,306.276,59.79,0.00105,292.371,90.003,0.216
528,2017-10-19,5656.0,309.27,59.901,0.00105,295.699,89.609,0.213
529,2017-10-18,5398.0,304.251,57.202,0.00103,289.393,88.687,0.224
530,2017-10-17,5633.0,324.508,61.441,0.0011,300.857,94.104,0.258
531,2017-10-16,5680.0,339.631,64.313,0.00112,306.029,95.188,0.271
532,2017-10-15,5632.0,332.145,65.086,0.00105,303.625,95.58,0.258
533,2017-10-14,5677.0,341.444,61.408,0.00105,312.937,95.147,0.265
534,2017-10-13,5611.0,323.599,57.956,0.00103,299.202,89.978,0.249
535,2017-10-12,5076.0,305.357,52.838,0.00105,294.857,87.569,0.261
536,2017-10-11,4796.0,301.01,50.546,0.00102,292.797,87.01,0.265
537,2017-10-10,4825.0,299.494,50.476,0.000983,286.923,86.726,0.25
538,2017-10-09,4655.0,302.045,51.503,0.000999,292.742,88.39,0.266
539,2017-10-08,4508.0,311.82,53.074,0.00104,311.967,91.257,0.242
540,2017-10-07,4364.0,309.106,51.889,0.00102,307.545,90.876,0.236
541,2017-10-06,4372.0,300.453,52.217,0.00102,307.562,91.786,0.238
542,2017-10-05,4268.0,293.343,51.204,0.000991,301.656,90.275,0.222
543,2017-10-04,4263.0,293.48,51.932,0.00102,304.797,90.948,0.204
544,2017-10-03,4326.0,293.577,52.288,0.00103,299.93,90.126,0.201
545,2017-10-02,4421.0,299.593,54.156,0.00108,315.759,92.197,0.204
546,2017-10-01,4323.0,300.398,54.395,0.00109,322.733,93.901,0.198
547,2017-09-30,4290.0,301.213,54.823,0.00111,331.005,95.55,0.198
548,2017-09-29,4156.0,292.96,53.128,0.00106,329.99,95.132,0.192
549,2017-09-28,4200.0,304.622,55.632,0.00112,344.884,99.37,0.199
550,2017-09-27,4045.0,297.084,54.154,0.00115,345.436,97.269,0.193
551,2017-09-26,3928.0,292.596,52.67,0.00114,345.26,94.103,0.182
552,2017-09-25,3832.0,291.62,50.074,0.000993,342.529,92.229,0.177
553,2017-09-24,3713.0,285.658,48.172,0.000913,345.144,90.136,0.175
554,2017-09-23,3735.0,275.465,48.608,0.000848,351.61,90.135,0.175
555,2017-09-22,3645.0,263.055,47.084,0.00075,343.624,87.315,0.173
556,2017-09-21,3811.0,277.224,50.123,0.000802,347.283,92.473,0.18
557,2017-09-20,3958.0,287.108,52.941,0.000857,334.15,96.721,0.184
558,2017-09-19,3978.0,288.019,54.167,0.000902,326.732,98.022,0.184
559,2017-09-18,3962.0,289.049,54.938,0.000927,333.994,100.42,0.186
560,2017-09-17,3669.0,253.556,51.122,0.000853,298.78,94.82,0.173
561,2017-09-16,3733.0,258.206,52.961,0.000918,295.995,99.293,0.185
562,2017-09-15,3430.0,238.402,47.915,0.000925,264.188,92.153,0.168
563,2017-09-14,3648.0,255.365,55.27,0.0012,276.371,104.388,0.198
564,2017-09-13,3956.0,277.277,62.191,0.00141,303.098,107.882,0.204
565,2017-09-12,4271.0,303.992,69.309,0.00156,326.022,113.959,0.218
566,2017-09-11,4239.0,298.442,68.424,0.00153,322.572,113.091,0.214
567,2017-09-10,4224.0,295.313,67.545,0.00157,317.049,112.029,0.202
568,2017-09-09,4327.0,303.933,71.522,0.00175,327.494,116.798,0.209
569,2017-09-08,4509.0,321.587,77.417,0.00191,343.515,122.434,0.224
570,2017-09-07,4613.0,333.382,80.322,0.00201,345.68,120.695,0.22
571,2017-09-06,4564.0,333.811,78.454,0.00204,341.903,121.25,0.221
572,2017-09-05,4290.0,303.38,69.138,0.00191,313.535,110.976,0.207
573,2017-09-04,4402.0,318.052,71.643,0.00199,332.256,114.366,0.207
574,2017-09-03,4601.0,351.383,79.547,0.00223,357.885,124.568,0.23
575,2017-09-02,4694.0,361.118,81.192,0.00237,365.671,130.948,0.232
576,2017-09-01,4808.0,392.888,79.441,0.00218,387.787,142.942,0.253
577,2017-08-31,4677.0,386.127,68.211,0.0021,375.85,139.769,0.227
578,2017-08-30,4586.0,380.551,63.045,0.00196,368.024,129.746,0.22
579,2017-08-29,4473.0,361.687,62.373,0.00185,361.064,136.316,0.218
580,2017-08-28,4316.0,343.939,61.967,0.00178,358.468,139.924,0.201
581,2017-08-27,4349.0,336.901,57.664,0.00176,373.203,132.308,0.207
582,2017-08-26,4323.0,330.182,50.923,0.00173,353.804,130.485,0.217
583,2017-08-25,4367.0,331.815,50.864,0.00177,314.962,95.728,0.228
584,2017-08-24,4202.0,321.612,51.661,0.00177,298.599,86.657,0.262
585,2017-08-23,4156.0,319.28,48.051,0.00173,293.911,92.366,0.292
586,2017-08-22,3941.0,312.319,46.255,0.00168,282.924,85.023,0.175
587,2017-08-21,4043.0,319.922,46.494,0.00167,286.906,71.34,0.157
588,2017-08-20,4101.0,293.178,45.229,0.00165,299.311,54.13,0.154
589,2017-08-19,4090.0,292.068,44.814,0.00165,253.876,52.504,0.157
590,2017-08-18,4240.0,299.851,45.513,0.00168,232.24,47.954,0.157
591,2017-08-17,4354.0,304.164,44.025,0.00171,242.914,48.489,0.159
592,2017-08-16,4177.0,293.728,43.418,0.00173,216.313,48.208,0.156
593,2017-08-15,4189.0,288.391,43.305,0.00171,199.02,48.208,0.166
594,2017-08-14,4185.0,300.658,45.598,0.00177,199.531,48.613,0.173
595,2017-08-13,4041.0,295.784,45.923,0.00179,201.423,48.128,0.168
596,2017-08-12,3780.0,313.325,46.946,0.00187,207.342,49.278,0.178
597,2017-08-11,3514.0,301.33,46.971,0.00184,203.854,50.065,0.181
598,2017-08-10,3399.0,301.217,47.857,0.00192,202.021,50.461,0.181
599,2017-08-09,3353.0,299.059,48.42,0.00193,201.197,51.589,0.189
600,2017-08-08,3422.0,280.817,46.401,0.00196,198.447,51.36,0.18
601,2017-08-07,3306.0,266.048,45.594,0.00193,193.422,48.087,0.18
602,2017-08-06,3238.0,260.854,45.738,0.002,191.89,48.163,0.185
603,2017-08-05,3152.0,237.997,45.641,0.00193,191.454,47.911,0.177
604,2017-08-04,2831.0,223.299,42.841,0.00179,188.89,43.916,0.175
605,2017-08-03,2747.0,222.453,42.358,0.00177,184.488,43.748,0.172
606,2017-08-02,2718.0,221.54,42.445,0.00178,183.105,43.865,0.176
607,2017-08-01,2785.0,216.975,42.547,0.00173,180.711,42.23,0.171
608,2017-07-31,2771.0,196.409,40.87,0.00166,175.225,40.011,0.165
609,2017-07-30,2693.0,198.66,40.491,0.00171,177.312,41.712,0.166
610,2017-07-29,2725.0,187.808,39.563,0.0017,176.6,43.373,0.159
611,2017-07-28,2742.0,197.203,40.835,0.00177,189.366,44.242,0.172
612,2017-07-27,2571.0,202.141,41.703,0.00178,195.117,45.188,0.174
613,2017-07-26,2503.0,200.432,41.715,0.00173,193.245,41.545,0.171
614,2017-07-25,2625.0,210.8,42.769,0.00185,198.519,41.672,0.183
615,2017-07-24,2745.0,225.737,44.776,0.00199,201.387,43.394,0.193
616,2017-07-23,2760.0,227.295,45.144,0.00205,192.333,43.016,0.191
617,2017-07-22,2766.0,223.716,45.702,0.00198,192.331,41.529,0.185
618,2017-07-21,2702.0,223.04,45.505,0.00193,188.634,40.332,0.187
619,2017-07-20,2471.0,216.874,42.715,0.00182,180.958,37.975,0.169
620,2017-07-19,2309.0,221.246,42.2,0.00179,162.239,36.261,0.187
621,2017-07-18,2268.0,200.76,43.087,0.00163,154.506,35.408,0.177
622,2017-07-17,2054.0,171.39,41.645,0.00141,143.131,32.5,0.162
623,2017-07-16,1941.0,156.388,38.716,0.00136,133.379,30.543,0.164
624,2017-07-15,2079.0,184.275,39.83,0.00154,149.307,33.252,0.18
625,2017-07-14,2276.0,196.448,43.458,0.00171,164.263,36.524,0.198
626,2017-07-13,2365.0,209.053,45.611,0.00184,173.288,38.85,0.202
627,2017-07-12,2341.0,203.527,45.594,0.0018,172.486,38.452,0.0
628,2017-07-11,2341.0,195.887,44.263,0.00182,167.059,38.094,0.186
629,2017-07-10,2455.0,226.428,47.469,0.00218,190.546,43.172,0.199
630,2017-07-09,2540.0,243.604,50.133,0.00237,203.369,45.911,0.234
631,2017-07-08,2513.0,241.009,47.794,0.00234,198.845,44.13,0.236
632,2017-07-07,2542.0,254.173,47.798,0.00248,197.774,46.968,0.24
633,2017-07-06,2589.0,265.506,50.905,0.00267,212.165,48.181,0.255
634,2017-07-05,2566.0,263.184,52.147,0.00252,192.003,45.757,0.256
635,2017-07-04,2588.0,276.149,50.295,0.0025,183.411,44.686,0.255
636,2017-07-03,2518.0,278.421,44.672,0.00245,176.196,43.047,0.26
637,2017-07-02,2431.0,266.799,38.864,0.0023,168.547,41.518,0.26
638,2017-07-01,2447.0,268.082,38.705,0.00239,172.532,42.587,0.255
639,2017-06-30,2513.0,291.897,40.22,0.00254,179.53,44.83,0.263
640,2017-06-29,2545.0,305.994,40.893,0.00262,179.059,46.337,0.266
641,2017-06-28,2524.0,289.259,40.394,0.00261,180.552,44.707,0.281
642,2017-06-27,2409.0,244.551,37.229,0.00242,162.175,41.647,0.257
643,2017-06-26,2472.0,260.585,38.726,0.00259,161.494,44.152,0.301
644,2017-06-25,2567.0,297.108,42.387,0.00285,0.0,47.181,0.306
645,2017-06-24,2654.0,320.166,44.193,0.00295,182.805,49.787,0.327
646,2017-06-23,2710.0,327.726,45.96,0.00301,186.572,51.072,0.296
647,2017-06-22,2677.0,323.786,45.479,0.00299,183.295,49.797,0.306
648,2017-06-21,2707.0,332.819,44.313,0.00306,187.71,50.883,0.325
649,2017-06-20,2657.0,360.756,46.387,0.0031,193.957,51.939,0.294
650,2017-06-19,2561.0,357.939,46.069,0.00304,196.218,50.611,0.282
651,2017-06-18,2566.0,362.975,43.151,0.00309,181.436,51.598,0.269
652,2017-06-17,2559.0,358.053,40.748,0.00311,171.733,50.647,0.259
653,2017-06-16,2456.0,348.502,30.763,0.00289,161.885,47.003,0.254
654,2017-06-15,2377.0,325.675,28.073,0.00275,154.752,44.668,0.271
655,2017-06-14,2654.0,373.107,30.057,0.00313,175.992,50.785,0.268
656,2017-06-13,2712.0,384.953,29.37,0.00322,178.745,51.866,0.253
657,2017-06-12,2799.0,367.485,30.216,0.00326,179.333,54.221,0.279
658,2017-06-11,2894.0,339.133,30.769,0.00339,172.63,54.546,0.264
659,2017-06-10,2845.0,298.642,29.576,0.00328,148.639,54.422,0.288
660,2017-06-09,2811.0,266.196,30.003,0.00342,146.798,55.864,0.299
661,2017-06-08,2741.0,255.877,29.187,0.00334,143.434,54.683,0.283
662,2017-06-07,2797.0,259.82,29.628,0.00351,146.292,55.915,0.287
663,2017-06-06,2822.0,256.441,30.089,0.00362,144.865,50.881,0.285
664,2017-06-05,2594.0,245.873,29.309,0.00346,144.37,45.512,0.298
665,2017-06-04,2512.0,238.548,27.236,0.00318,142.076,42.553,0.277
666,2017-06-03,2500.0,221.016,27.327,0.00291,145.8,43.685,0.303
667,2017-06-02,2413.0,222.605,27.641,0.00284,141.101,44.038,0.321
668,2017-06-01,2384.0,224.264,27.311,0.00266,140.996,44.157,0.275
669,2017-05-31,2236.0,226.281,24.806,0.00242,128.063,41.016,0.206
670,2017-05-30,2258.0,207.344,25.464,0.00261,119.258,42.552,0.234
671,2017-05-29,2208.0,176.76,24.628,0.0025,112.115,39.597,0.224
672,2017-05-28,2158.0,167.728,23.946,0.00246,109.152,36.597,0.23
673,2017-05-27,2061.0,148.878,22.778,0.00211,103.167,34.216,0.272
674,2017-05-26,2377.0,177.24,28.223,0.0029,128.75,41.283,0.278
675,2017-05-25,2568.0,194.029,31.577,0.00319,136.82,45.892,0.287
676,2017-05-24,2379.0,186.704,32.633,0.00355,148.205,54.335,0.348
677,2017-05-23,2208.0,163.463,27.714,0.00336,132.178,42.958,0.294
678,2017-05-22,2149.0,163.005,24.748,0.00301,110.861,35.937,0.341
679,2017-05-21,2045.0,133.08,26.552,0.00236,99.758,34.872,0.355
680,2017-05-20,1988.0,124.438,27.216,0.00157,101.774,32.691,0.309
681,2017-05-19,1923.0,111.3,27.239,0.00148,92.489,30.999,0.341
682,2017-05-18,1837.0,92.083,26.117,0.00145,85.989,28.925,0.364
683,2017-05-17,1790.0,85.836,23.577,0.00118,83.26,26.383,0.415
684,2017-05-16,1709.0,88.194,23.885,0.00104,86.093,26.654,0.286
685,2017-05-15,1722.0,89.637,26.638,0.00113,86.132,27.673,0.232
686,2017-05-14,1776.0,87.899,28.767,0.00118,89.3,28.373,0.217
687,2017-05-13,1700.0,85.658,27.127,0.00114,86.191,27.945,0.201
688,2017-05-12,1763.0,87.982,29.469,0.0012,89.279,29.382,0.192
689,2017-05-11,1800.0,86.94,30.571,0.00118,90.779,29.262,0.176
690,2017-05-10,1721.0,86.842,33.119,0.00126,91.139,28.859,0.185
691,2017-05-09,1700.0,83.588,27.578,0.00123,90.164,28.178,0.175
692,2017-05-08,1600.0,88.45,28.622,0.00133,98.229,29.59,0.143
693,2017-05-07,1541.0,92.593,29.471,0.00131,99.899,29.684,0.101
694,2017-05-06,1530.0,90.749,26.246,0.000895,97.488,28.372,0.101
695,2017-05-05,1534.0,92.211,25.568,0.000804,96.481,27.267,0.0827
696,2017-05-04,1517.0,84.993,22.349,0.000716,92.887,25.449,0.0615
697,2017-05-03,1462.0,77.385,18.31,0.000646,87.521,23.669,0.0533
698,2017-05-02,1437.0,76.749,15.79,0.00064,86.696,22.773,0.0545
699,2017-05-01,1390.0,78.897,15.988,0.000726,92.279,23.449,0.053
700,2017-04-30,1337.0,72.247,15.992,0.000756,95.174,24.05,0.0539
701,2017-04-29,1335.0,70.021,15.211,0.000738,91.843,22.853,0.0486
702,2017-04-28,1326.0,66.334,14.696,0.000677,79.942,21.984,0.0366
703,2017-04-27,1318.0,57.64,14.684,0.000596,75.907,20.545,0.0323
704,2017-04-26,1293.0,51.977,15.438,0.000546,72.504,19.724,0.0332
705,2017-04-25,1269.0,50.137,14.877,0.000528,72.954,19.929,0.0314
706,2017-04-24,1257.0,50.136,14.985,0.000513,71.749,20.206,0.0312
707,2017-04-23,1252.0,48.801,15.368,0.000506,71.79,20.263,0.0313
708,2017-04-22,1252.0,48.866,13.244,0.000462,72.504,20.543,0.033
