,date,btc_price,bch_price,eth_price,ltc_price,doge_price,dash_price,xmr_price,xrp_price
545,2017-10-03,4326.0,405.478,293.577,52.288,0.00103,299.93,90.126,0.201
546,2017-10-02,4421.0,418.128,299.593,54.156,0.00108,315.759,92.197,0.204
547,2017-10-01,4323.0,424.56,300.398,54.395,0.00109,322.733,93.901,0.198
548,2017-09-30,4290.0,442.643,301.213,54.823,0.00111,331.005,95.55,0.198
549,2017-09-29,4156.0,443.557,292.96,53.128,0.00106,329.99,95.132,0.192
550,2017-09-28,4200.0,461.507,304.622,55.632,0.00112,344.884,99.37,0.199
551,2017-09-27,4045.0,454.955,297.084,54.154,0.00115,345.436,97.269,0.193
552,2017-09-26,3928.0,454.991,292.596,52.67,0.00114,345.26,94.103,0.182
553,2017-09-25,3832.0,440.129,291.62,50.074,0.000993,342.529,92.229,0.177
554,2017-09-24,3713.0,424.888,285.658,48.172,0.000913,345.144,90.136,0.175
555,2017-09-23,3735.0,424.369,275.465,48.608,0.000848,351.61,90.135,0.175
556,2017-09-22,3645.0,416.53,263.055,47.084,0.00075,343.624,87.315,0.173
557,2017-09-21,3811.0,461.069,277.224,50.123,0.000802,347.283,92.473,0.18
558,2017-09-20,3958.0,502.678,287.108,52.941,0.000857,334.15,96.721,0.184
559,2017-09-19,3978.0,491.297,288.019,54.167,0.000902,326.732,98.022,0.184
560,2017-09-18,3962.0,472.584,289.049,54.938,0.000927,333.994,100.42,0.186
561,2017-09-17,3669.0,437.44,253.556,51.122,0.000853,298.78,94.82,0.173
562,2017-09-16,3733.0,441.211,258.206,52.961,0.000918,295.995,99.293,0.185
563,2017-09-15,3430.0,404.772,238.402,47.915,0.000925,264.188,92.153,0.168
564,2017-09-14,3648.0,461.307,255.365,55.27,0.0012,276.371,104.388,0.198
565,2017-09-13,3956.0,508.755,277.277,62.191,0.00141,303.098,107.882,0.204
566,2017-09-12,4271.0,558.728,303.992,69.309,0.00156,326.022,113.959,0.218
567,2017-09-11,4239.0,565.059,298.442,68.424,0.00153,322.572,113.091,0.214
568,2017-09-10,4224.0,562.993,295.313,67.545,0.00157,317.049,112.029,0.202
569,2017-09-09,4327.0,594.582,303.933,71.522,0.00175,327.494,116.798,0.209
570,2017-09-08,4509.0,647.598,321.587,77.417,0.00191,343.515,122.434,0.224
571,2017-09-07,4613.0,660.833,333.382,80.322,0.00201,345.68,120.695,0.22
572,2017-09-06,4564.0,605.187,333.811,78.454,0.00204,341.903,121.25,0.221
573,2017-09-05,4290.0,531.879,303.38,69.138,0.00191,313.535,110.976,0.207
574,2017-09-04,4402.0,566.169,318.052,71.643,0.00199,332.256,114.366,0.207
575,2017-09-03,4601.0,595.483,351.383,79.547,0.00223,357.885,124.568,0.23
576,2017-09-02,4694.0,600.191,361.118,81.192,0.00237,365.671,130.948,0.232
577,2017-09-01,4808.0,612.225,392.888,79.441,0.00218,387.787,142.942,0.253
578,2017-08-31,4677.0,592.956,386.127,68.211,0.0021,375.85,139.769,0.227
579,2017-08-30,4586.0,559.211,380.551,63.045,0.00196,368.024,129.746,0.22
580,2017-08-29,4473.0,574.92,361.687,62.373,0.00185,361.064,136.316,0.218
581,2017-08-28,4316.0,601.307,343.939,61.967,0.00178,358.468,139.924,0.201
582,2017-08-27,4349.0,609.099,336.901,57.664,0.00176,373.203,132.308,0.207
583,2017-08-26,4323.0,626.712,330.182,50.923,0.00173,353.804,130.485,0.217
584,2017-08-25,4367.0,634.077,331.815,50.864,0.00177,314.962,95.728,0.228
585,2017-08-24,4202.0,645.868,321.612,51.661,0.00177,298.599,86.657,0.262
586,2017-08-23,4156.0,671.013,319.28,48.051,0.00173,293.911,92.366,0.292
587,2017-08-22,3941.0,658.511,312.319,46.255,0.00168,282.924,85.023,0.175
588,2017-08-21,4043.0,655.012,319.922,46.494,0.00167,286.906,71.34,0.157
589,2017-08-20,4101.0,760.316,293.178,45.229,0.00165,299.311,54.13,0.154
590,2017-08-19,4090.0,758.126,292.068,44.814,0.00165,253.876,52.504,0.157
591,2017-08-18,4240.0,552.469,299.851,45.513,0.00168,232.24,47.954,0.157
592,2017-08-17,4354.0,330.448,304.164,44.025,0.00171,242.914,48.489,0.159
593,2017-08-16,4177.0,296.833,293.728,43.418,0.00173,216.313,48.208,0.156
594,2017-08-15,4189.0,298.145,288.391,43.305,0.00171,199.02,48.208,0.166
595,2017-08-14,4185.0,302.638,300.658,45.598,0.00177,199.531,48.613,0.173
596,2017-08-13,4041.0,307.02,295.784,45.923,0.00179,201.423,48.128,0.168
597,2017-08-12,3780.0,325.975,313.325,46.946,0.00187,207.342,49.278,0.178
598,2017-08-11,3514.0,314.03,301.33,46.971,0.00184,203.854,50.065,0.181
599,2017-08-10,3399.0,291.841,301.217,47.857,0.00192,202.021,50.461,0.181
600,2017-08-09,3353.0,324.664,299.059,48.42,0.00193,201.197,51.589,0.189
601,2017-08-08,3422.0,337.371,280.817,46.401,0.00196,198.447,51.36,0.18
602,2017-08-07,3306.0,265.92,266.048,45.594,0.00193,193.422,48.087,0.18
603,2017-08-06,3238.0,201.591,260.854,45.738,0.002,191.89,48.163,0.185
604,2017-08-05,3152.0,212.909,237.997,45.641,0.00193,191.454,47.911,0.177
605,2017-08-04,2831.0,302.6,223.299,42.841,0.00179,188.89,43.916,0.175
606,2017-08-03,2747.0,442.147,222.453,42.358,0.00177,184.488,43.748,0.172
607,2017-08-02,2718.0,465.45,221.54,42.445,0.00178,183.105,43.865,0.176
608,2017-08-01,2785.0,174.599,216.975,42.547,0.00173,180.711,42.23,0.171
609,2017-07-31,2771.0,58.626,196.409,40.87,0.00166,175.225,40.011,0.165
610,2017-07-30,2693.0,62.527,198.66,40.491,0.00171,177.312,41.712,0.166
611,2017-07-29,2725.0,64.78,187.808,39.563,0.0017,176.6,43.373,0.159
612,2017-07-28,2742.0,67.409,197.203,40.835,0.00177,189.366,44.242,0.172
613,2017-07-27,2571.0,63.765,202.141,41.703,0.00178,195.117,45.188,0.174
